"Molecule","Molecule name","Atom count","Bond count"
"Nc1n[nH]c2CNCc12","ZINC000022172100",17,18
"Nc1[nH]nc2ncncc12","ZINC000013362450",15,16
"Nc1[nH]nc2nccnc12","ZINC000016982871",15,16
"Nc1cn[nH+]cc1C(O)=O","ZINC000039083039",15,15
"Nc1n[nH]c(n1)N1CCOCC1","ZINC000013545053",23,24
"Nc1nc(=O)c2NC=CNc2[nH]1","ZINC000018085052",19,20
"Nc1n[nH]c(n1)N1CCCC1","ZINC000073668527",22,23
"Nc1nc(N)c(Cl)c(=O)[nH]1","ZINC000017158224",15,15
"Nc1nc(NN=O)n[nH]1","ZINC000095115862",13,13
"Nc1nc2[nH]ncc2c(=O)[nH]1","ZINC000008579359",16,17
"Nc1nc2[nH]c(=O)sc2c(=O)[nH]1","ZINC000022048942",16,17
"Nc1nc2c(N)ncnc2[nH]1","ZINC000004367295",17,18
"Nc1nc2[nH]cnc2[nH]c1=O","ZINC000005491107",16,17
"C[C@@]([NH3+])(Cc1cnc[nH]1)C(O)=O","ZINC000002516130",23,23
"Nc1ncc(N)c(N)n1","ZINC000008294936",16,16
"Nc1ncc(F)c(=O)[nH]1","ZINC000001995232",13,13
"CC(=O)[C@H](N)Cc1c[nH]cn1","ZINC000003650068",22,22
"Nc1ncc2nc[nH]c2n1","ZINC000018544062",15,16
"Nc1ncc2CNCc2n1","ZINC000018531314",18,19
"Nc1ncnc(N)c1N","ZINC000000967361",16,16
"Nc1ncnc2[nH]c(NCCO)nc12","ZINC000002029057",24,25
"Nc1ncnc2[nH]c(CO)nc12","ZINC000000519224",19,20
"Nc1ncnc2[nH]cnc12","ZINC000000000882",15,16
"Nc1onc2CCNCc12","ZINC000026051317",19,20
"C[N@@H+]1[C@@H](CC[C@@H]1C(O)=O)C(N)=O","ZINC000306453695",24,24
"C[N@H+]1[C@@H](CC[C@@H]1C(O)=O)C(N)=O","ZINC000306453695",24,24
"CSc1nc(C[NH3+])cc(=O)[nH]1","ZINC000026441320",20,20
"CSc1nc(N)c(N)c(N)n1","ZINC000001595887",20,20
"O=C(C1CC1)[C@@H]1CNCCO1","ZINC000017766662",24,25
"O=C(C1CC1)[C@H]1CNCCO1","ZINC000017766665",24,25
"O=C(C1CC1)N1CCNCC1","ZINC000002586030",25,26
"O=C(C1CCOCC1)N1CCNCC1","ZINC000020248648",32,33
"C[C@H](C[NH3+])c1nnn[nH]1","ZINC000054158008",18,18
"OCc1cnc[nH]1","ZINC000003861563",13,13
"CCn1ncnc1CN","ZINC000054498965",19,19
"FC(F)(F)C(=O)N1CCNCC1","ZINC000031829383",21,21
"O=C(N1CCNCC1)N1CCOCC1","ZINC000000079633",31,32
"O=C(NC1CC1)c1cnn[nH]1","ZINC000070227466",19,20
"O=C(NC1CC1)c1ncn[nH]1","ZINC000006865164",19,20
"O=C(NC1CC1)c1nc[nH]n1","ZINC000006865164",19,20
"C[C@H](N1CC[NH2+]CC1)C(O)=O","ZINC000020216304",25,25
"OCc1c[nH]nn1","ZINC000004343262",12,12
"CCOC(=O)CC(=O)CN","ZINC000039391978",21,20
"C[C@H]([N@H+]1CCC[C@H](O)C1)C(O)=O","ZINC000049934103",27,27
"CCCCn1nnnc1CN","ZINC000054745306",24,24
"OC[C@H](O)CNC(=O)C(F)(F)F","ZINC000085232337",20,19
"OC[C@@H](O)CNC(=O)C(F)(F)F","ZINC000085232336",20,19
"c1cn[nH]n1","ZINC000004807252",8,8
"CN1CC[C@H](N2CCC[C@H](O)C2)C1=O","ZINC000070583918",32,33
"C[C@]([NH3+])(Cc1cnc[nH]1)C(O)=O","ZINC000004899498",23,23
"CCOC(=O)C[C@@](C)(N)NC(N)=O","ZINC000001725836",28,27
"OC(=O)C1CN(C1)C1CC[NH2+]CC1","ZINC000039952118",29,30
"CCOC(=O)C[C@H]1CNCCO1","ZINC000002527106",27,27
"CCOC(=O)C[C@@H]1COCCN1","ZINC000019087790",27,27
"CCOC(=O)C[C@H]1COCCN1","ZINC000002527104",27,27
"CCOC(=O)C[C@@H]1CNCCO1","ZINC000038540573",27,27
"CCOC(=O)C[C@](C)(N)NC(N)=O","ZINC000001995835",28,27
"CCOC(=O)Cc1nc[nH]n1","ZINC000001076051",20,20
"OC(=O)CC[NH+]1CCNCC1","ZINC000019371113",25,25
"OC(=O)CCN1CCC[NH2+]CC1","ZINC000020286763",28,28
"OC(=O)CC[C@H]1C[NH2+]CCN1","ZINC000090694550",25,25
"OC(=O)CC[C@@H]1C[NH2+]CCN1","ZINC000022028572",25,25
"CCOC(=O)Cn1cc[nH]c(=O)c1=O","ZINC000026894064",24,24
"O[C@H]1CCC[N@@H+](CC(O)=O)C1","ZINC000042227693",24,24
"OC[C@@H]1CCC[N@H+]1CC(O)=O","ZINC000034518929",24,24
"OC[C@H]1CCC[N@H+]1CC(O)=O","ZINC000044382456",24,24
"O[C@@H]1CCC[N@@H+](CC(O)=O)C1","ZINC000042227695",24,24
"OC(=O)CN1CCC[NH2+]CC1","ZINC000035676556",25,25
"OC(=O)C[N@@H+]1CCCNCC1","ZINC000035676556",25,25
"OC(=O)C[N@H+]1CCCNCC1","ZINC000035676556",25,25
"CC(C)(N1CC[NH2+]CC1)C(O)=O","ZINC000037963256",28,28
"OC(=O)C[n+]1cc[nH]c1","ZINC000019735340",15,15
"OC1CN(CC2(O)CCC2)C1","ZINC000585298741",26,27
"C[C@@H](C[NH3+])c1nnn[nH]1","ZINC000054158007",18,18
"OCC[N@H+]1CCC[C@H](C1)C(O)=O","ZINC000035084034",27,27
"CCOC(=O)[C@@H](N)Cc1cnc[nH]1","ZINC000002510045",26,26
"C[C@@H](CO)CN1CCOCC1","ZINC000012383499",28,28
"OC(=O)[C@@H]1CNCCC[NH2+]1","ZINC000140524529",22,22
"OC(=O)[C@@H]1C[NH2+]CCCN1","ZINC000140524529",22,22
"OC(=O)[C@@H]1C[N@@]2CC[N@H+]1CCC2","ZINC000076597964",26,27
"OC(=O)[C@@H]1C[N@@H+]2CC[N@]1CCC2","ZINC000076597964",26,27
"OC(=O)[C@@H]1C[N@H+]2CC[N@@]1CCC2","ZINC000076597964",26,27
"C[C@@H](CO)N1CCOCC1","ZINC000034925166",25,25
"OC(=O)[C@@H]1Cc2[nH]cnc2C[NH2+]1","ZINC000006090913",21,22
"CC(C)[C@H](N)C(=O)OCCO","ZINC000060120333",26,25
"OCC[N@H+]1CCC[C@@H](C1)C(O)=O","ZINC000035084033",27,27
"CCOC(=O)[C@@H](NC(C)=O)C(C)=O","ZINC000002046333",26,25
"OCc1nnc[nH]1","ZINC000006585091",12,12
"CCOC(=O)[C@@H]1CNCCC1=O","ZINC000000156544",25,25
"OC(=O)[C@H]1C[N@@]2CC[N@H+]1CCC2","ZINC000101740462",26,27
"OC(=O)[C@H]1C[N@@H+]2CC[N@]1CCC2","ZINC000101740462",26,27
"OC(=O)[C@H]1C[N@H+]2CC[N@@]1CCC2","ZINC000101740462",26,27
"CCOC(=O)[C@@H]1CN(C)CCN1","ZINC000039246625",28,28
"CCOC(=O)[C@@H]1CN(C)CCN1","ZINC000039246625",28,28
"CCOC(=O)C1=C(O)COC1","ZINC000085223873",21,21
"CCOC(=O)[C@@H]1NCCCC1=O","ZINC000016698076",25,25
"OC(=O)[C@H]1CNCCC[NH2+]1","ZINC000140524710",22,22
"OC(=O)[C@H]1C[NH2+]CCCN1","ZINC000140524710",22,22
"OC(=O)[C@H]1Cc2[nH]cnc2C[NH2+]1","ZINC000001620361",21,22
"c1nn[nH]n1","ZINC000008251268",7,7
"CCS(=O)(=O)c1n[nH]c(N)n1","ZINC000008015624",19,19
"Fc1cnc[nH]c1=O","ZINC000008652435",11,11
"CCOC(=O)[C@H](N)Cc1cnc[nH]1","ZINC000020231726",26,26
"O=c1[nH]cnn(-c2ccccn2)c1=O","ZINC000009596201",20,21
"OC(=O)c1cn2CC[NH2+]Cc2n1","ZINC000066322811",21,22
"CCOC(=O)[C@H](NC(C)=O)C(C)=O","ZINC000001591965",26,25
"O=C([C@@H]1CNCCO1)N1CCCCC1","ZINC000019686012",32,33
"O=C([C@@H]1CCCO1)N1CCNCC1","ZINC000019230168",29,30
"O=C([C@H]1CCCO1)N1CCNCC1","ZINC000019230169",29,30
"CCOC(=O)[C@H]1NCCCC1=O","ZINC000016698080",25,25
"CCOC(=O)[C@H]1CN(C)CCN1","ZINC000039246627",28,28
"O=C(N1CCOCC1)c1ccn[nH]1","ZINC000006554274",24,25
"O=C([C@H]1CNCCO1)N1CCCCC1","ZINC000019686014",32,33
"CCOC(=O)C1=C(O)COC1","ZINC000085223876",21,21
"CCOC(=O)[C@H]1CNCCC1=O","ZINC000002168686",25,25
"O=C(N1CCNCC1)c1cnccn1","ZINC000033432836",26,27
"O[C@@H]1OC(=O)C=C1","ZINC000004521580",11,11
"CC(C)(C)OC(=O)C[C@H](N)C(N)=O","ZINC000071257054",29,28
"O[C@H]1OC(=O)C=C1","ZINC000004521579",11,11
"O=c1[nH]cnc2n[nH]cc12","ZINC000013298313",14,15
"C[C@@H]1Nc2nc(N)[nH]c(=O)c2N[C@@H]1C","ZINC000013508943",27,28
"C[C@@H]1Nc2nc(N)[nH]c(=O)c2N[C@H]1C","ZINC000013508945",27,28
"C[C@@H]1CNc2nc(N)[nH]c(=O)c2N1","ZINC000013508949",24,25
"C[C@H]1Nc2nc(N)[nH]c(=O)c2N[C@H]1C","ZINC000013508947",27,28
"N[C@H]1CON(CC(F)(F)F)C1=O","ZINC000117768722",19,19
"OCCN1CC2(COC2)C1","ZINC000205335683",23,24
"CCOC(=O)c1c[nH]nc1C(N)=O","ZINC000034260497",22,22
"C[C@@H](N)c1nnnn1C","ZINC000062494626",18,18
"C[C@H](N)c1nnnn1C","ZINC000062494625",18,18
"C[C@@H](N)c1nncn1C","ZINC000012401976",19,19
"O=C1CCNC1","ZINC000001663841",13,13
"C[C@@H](N)c1ncnn1C","ZINC000042383652",19,19
"C[C@@H](N)c1ncn(C)n1","ZINC000082836052",19,19
"O[C@@H]1CCC(=O)N1CCc1cnc[nH]1","ZINC000000134538",27,28
"CCOC(=O)c1n[nH]c(N)n1","ZINC000018168376",19,19
"O=C1CC[C@@H]2CNCCN12","ZINC000020446521",22,23
"C[C@@H]1CN([C@@H](C)CN1)S(C)(=O)=O","ZINC000062567670",28,28
"C[C@H]1CN([C@H](C)CN1)S(C)(=O)=O","ZINC000062567671",28,28
"C[C@H]1CN([C@@H](C)CN1)S(C)(=O)=O","ZINC000062567673",28,28
"O=C1CC[C@H]2CNCCN12","ZINC000020446525",22,23
"O[C@H]1CCC(=O)N1CCc1cnc[nH]1","ZINC000000134532",27,28
"O=C1C[N@@]2CC[C@@H](CC2)N1","ZINC000005480424",22,23
"O=C1CN(CCCN1)C1CC1","ZINC000096300524",25,26
"OC(=O)[C@@H]1CC(=O)C[NH2+]1","ZINC000000901173",16,16
"OC(=O)[C@H]1CC(=O)C[NH2+]1","ZINC000000901176",16,16
"Nc1cc2CNCCn2n1","ZINC000211697716",20,21
"O=C1CNCCCN1","ZINC000020216293",18,18
"C1Cn2nncc2CN1","ZINC000015544684",17,18
"O=C1C[C@@H](CN2CCOCC2)CN1","ZINC000225523088",29,30
"O=C1C[C@@H](N2CCCCC2)C(=O)N1","ZINC000039245623",27,28
"O=C1C[C@H](N2CCCCC2)C(=O)N1","ZINC000100783842",27,28
"O=C1C[C@H](CN2CCOCC2)CN1","ZINC000225523118",29,30
"O=C1NC(=O)c2ncccc12","ZINC000000334954",15,16
"O=C1NC(=O)c2nccnc12","ZINC000001701956",14,15
"O=C1NCC[C@@H]2CNCCN12","ZINC000039113456",24,25
"O=C1NCC[C@H]2CNCCN12","ZINC000039113455",24,25
"C[C@@H](O)CCC(=O)N1CCNCC1","ZINC000082635897",31,31
"O=C1OC2(CC2)[C@@H]2CNCCN12","ZINC000095642940",24,26
"O=C1OCC[C@H]2CCN[C@@H]12","ZINC000088189646",21,22
"O=C1OC[C@H]2CNCCN12","ZINC000016697982",20,21
"O=C1OCC[C@H]2CCN[C@H]12","ZINC000088189647",21,22
"O=C1OCC[C@@H]2CNCCN12","ZINC000088613624",23,24
"O=C1OCC[C@@H]2CCN[C@H]12","ZINC000088189645",21,22
"O=C1OC[C@@H]2CNCCN12","ZINC000016697980",20,21
"O=C1OCC[C@@H]2CCN[C@@H]12","ZINC000088189644",21,22
"O=C1OCC[C@H]2CNCCN12","ZINC000088613623",23,24
"OCCc1cc([nH]n1)[C@@H]1CNCCO1","ZINC000019686687",29,30
"OCCc1cc([nH]n1)[C@H]1CNCCO1","ZINC000019686689",29,30
"C[C@@H](O)CN1CCOCC1","ZINC000019943445",25,25
"OCCCN1CCOCC1","ZINC000019785895",25,25
"CC[C@H](N1CC[NH2+]CC1)C(O)=O","ZINC000019933061",28,28
"O=CN1CCNCC1","ZINC000000155418",18,18
"O\C=C(/F)C=O","ZINC000101714907",9,8
"CCOc1nc(N)cc(=O)[nH]1","ZINC000020175437",20,20
"C[C@H]([N@H+]1CCC[C@@H](O)C1)C(O)=O","ZINC000217714149",27,27
"C[C@@H]([N@H+]1CCC[C@@H](O)C1)C(O)=O","ZINC000217714072",27,27
"C[C@H]1C[S@](=O)CCN1","ZINC000068576680",19,19
"C[C@H]1C[S@@](=O)CCN1","ZINC000068576677",19,19
"COC(=O)[C@]1(C)CNCCO1","ZINC000218463764",24,24
"COC(=O)[C@@]1(C)CNCCO1","ZINC000218463689",24,24
"CN1CC[N@@H+](C)C[C@H](C1)C(O)=O","ZINC000218868935",28,28
"OCc1ncc2CNCCn12","ZINC000024539106",22,23
"Fc1c[nH]c(=O)[nH]c1=O","ZINC000038212689",12,12
"C[C@@H]1C[N@@H+](C)C[C@@H](O1)C(O)=O","ZINC000219246362",24,24
"C[C@H]1C[N@@H+](C)C[C@@H](O1)C(O)=O","ZINC000219246442",24,24
"O=c1[nH][nH]c2CC[NH2+]CCc12","ZINC000028603460",22,23
"C[C@@H]1CN1","ZINC000032098892",11,11
"Nc1cc(=O)[nH]\c(=N/N(=O)=O)[nH]1","ZINC000072265074",17,17
"OCCc1ccn[nH]1","ZINC000034561946",16,16
"Cn1[nH]cc(CN)c1=N","ZINC000101114749",19,19
"C[C@@H]1CN(CCO)CCO1","ZINC000035649766",25,25
"COC(=O)c1cnc(CN)cn1","ZINC000107264365",21,21
"c1cnc(nc1)-c1nn[nH]n1","ZINC000036814639",15,16
"OCCNCc1cc[nH]n1","ZINC000036900300",21,21
"CN1CC[C@@H](N2CCC[C@@H](O)C2)C1=O","ZINC000225242408",32,33
"CN1CCN(C)[C@@H](CNC(=O)C=C)C1","ZINC000225337429",33,33
"C[C@@H]1C[S@@](=O)CCN1","ZINC000068576674",19,19
"CN1CCN(CC1)C1COC1","ZINC000225464454",27,28
"C[C@@H](O)c1nn[nH]n1","ZINC000039067254",14,14
"CN1C[C@H](O)C[C@H]1CO","ZINC000039077911",22,22
"CC(C)(O)C(=O)N1CCNCC1","ZINC000039114530",28,28
"OCc1cc2CNCCn2n1","ZINC000039133787",22,23
"CN1CC[C@@H](N2CCC[C@H](O)C2)C1=O","ZINC000070583919",32,33
"C1Cn2nccc2CN1","ZINC000039351861",18,19
"C[NH+](C)C[C@@H](O)O[S@](O)=O","ZINC000307297747",21,20
"C[NH+](C)C[C@H](O)O[S@](O)=O","ZINC000307297748",21,20
"CN1CC[C@H](N2CCC[C@@H](O)C2)C1=O","ZINC000227187347",32,33
"OC1CN(C1)[C@H]1CCCC[C@@H]1O","ZINC000070841197",29,30
"OC1CN(C1)[C@H]1CCCC[C@H]1O","ZINC000070841199",29,30
"OC1CN(C1)[C@@H]1CCCC[C@@H]1O","ZINC000070841185",29,30
"OC1CN(C1)[C@@H]1CCCC[C@H]1O","ZINC000070841191",29,30
"c1nc[nH]n1","ZINC000005943507",8,8
"CNC1(CNC1)C(=O)OC(C)(C)C","ZINC000071245557",31,31
"OC(=O)C1(CC1)[NH+]1CCNCC1","ZINC000117469663",26,27
"OC1CCN(CC1)[C@H]1CCCNC1=O","ZINC000585146113",32,33
"OC1CCN(CC1)[C@@H]1CCCNC1=O","ZINC000585146112",32,33
"OCCc1c[nH]nn1","ZINC000052223370",15,15
"[NH3+]Cc1cc(=O)[nH]c(=S)[nH]1","ZINC000074342360",17,17
"CC[C@](C)([NH3+])c1nc(N)cc(=O)[nH]1","ZINC000075128416",27,27
"CC[C@@](C)([NH3+])c1nc(N)cc(=O)[nH]1","ZINC000075128419",27,27
"C[C@H](O)c1nnc[nH]1","ZINC000075853183",15,15
"C[C@H]1NCCCNC1=O","ZINC000078737814",21,21
"C[N@H+]1CC[C@@H](C1)OCC(O)=O","ZINC000079394076",24,24
"C[N@H+]1CC[C@H](C1)OCC(O)=O","ZINC000079394079",24,24
"C[C@@H]1CN([C@H](C)CN1)S(C)(=O)=O","ZINC000062567668",28,28
"C[C@@H]1C[S@](=O)CCN1","ZINC000068576679",19,19
"CC(C)([NH3+])c1cnn[nH]1","ZINC000069680273",19,19
"CNC(=O)c1cccc(CN)n1","ZINC000082632745",23,23
"C[C@H](O)CCC(=O)N1CCNCC1","ZINC000082635896",31,31
"CC(C)([NH3+])c1nccc(=O)[nH]1","ZINC000071024820",22,22
"C[C@H](N)c1ncn(C)n1","ZINC000082836051",19,19
"CC(C)([NH3+])c1nc(N)cc(=O)[nH]1","ZINC000071859346",24,24
"Cc1nc2C[NH2+]CCn2c1C(O)=O","ZINC000082873311",24,25
"CN(C)c1n[nH]c(CN)n1","ZINC000107324281",21,21
"CN(C)C1(CS(N)(=O)=O)CCC1","ZINC000306795261",28,28
"O=S1(=O)CC[C@]2(C1)CNCCO2","ZINC000075119531",25,26
"O=S1(=O)CC[C@@]2(C1)CNCCO2","ZINC000075119530",25,26
"CN1C[C@H]2CNCCN2C1=O","ZINC000083824340",24,25
"CN1C[C@@H]2CNCCN2C1=O","ZINC000083824339",24,25
"C1COC[C@H](N1)c1nnc[nH]1","ZINC000076137067",21,22
"C[C@@H](O)c1nnc[nH]1","ZINC000075853184",15,15
"C1COC[C@@H](N1)c1nnc[nH]1","ZINC000076137068",21,22
"C[C@@H]1NCCCNC1=O","ZINC000078737820",21,21
"NC(=O)CN1CCC(CO)CC1","ZINC000047958835",28,28
"CCCN1C[C@H](CC1=O)c1nn[nH]n1","ZINC000095289752",27,28
"CCCN1C[C@@H](CC1=O)c1nn[nH]n1","ZINC000095289751",27,28
"Cn1ccnc1C1(O)CNC1","ZINC000084351873",22,23
"C[C@@H]1NCCC1=O","ZINC000082411886",16,16
"C1CO[C@H](CN1)c1ncon1","ZINC000083268645",20,21
"C1CO[C@@H](CN1)c1ncon1","ZINC000083268644",20,21
"CC(C)(N)c1noc(n1)C(N)=O","ZINC000075767578",22,22
"C1Cn2cncc2CN1","ZINC000084317007",18,19
"CNCc1nnc2n1cc[nH]c2=O","ZINC000409422042",22,23
"CC1(C)CNCCN1S(C)(=O)=O","ZINC000062567675",28,28
"CN1CC[N@@H+](C)[C@@H](C1)C(O)=O","ZINC000095202020",25,25
"CN1CC[N@H+](C)C[C@H]1C(O)=O","ZINC000095202020",25,25
"CN1CC[N@@H+](C)C[C@H]1C(O)=O","ZINC000095202020",25,25
"O=Cc1cc2CNCCn2n1","ZINC000096663765",20,21
"CN1CC[N@@H+](C)[C@H](C1)C(O)=O","ZINC000100057616",25,25
"CN1CC[N@H+](C)C[C@@H]1C(O)=O","ZINC000100057616",25,25
"CN1CC[N@@H+](C)C[C@@H]1C(O)=O","ZINC000100057616",25,25
"C[C@@]1(N)CCOC1=O","ZINC000095924567",17,17
"C[C@]1(N)CCOC1=O","ZINC000095924546",17,17
"CNC(=O)C1=CCCN(C)C1","ZINC000096436055",25,25
"CC1(C)O[C@H]2[C@H](N)O[C@H](CO)[C@H]2O1","ZINC000035644743",28,29
"COC(=O)c1cc(=O)[nH]c(NC#N)n1","ZINC000005399469",20,20
"Cc1nc(CO)n[nH]1","ZINC000097116494",15,15
"CC[C@]1(C)NCCNC1=O","ZINC000040174762",24,24
"Cc1[nH][nH]c(=O)c1C[NH3+]","ZINC000100285963",18,18
"Cc1[nH][nH]c(=O)c1C[NH3+]","ZINC000100285960",18,18
"O[C@@H]1C[C@@H]2COC[C@H](C1)N2","ZINC000104717183",23,24
"C[C@H]1NCCC1=O","ZINC000104609009",16,16
"CCOC(=O)[C@@]1(C)CNCCO1","ZINC000584880047",27,27
"CCOC(=O)[C@]1(C)CNCCO1","ZINC000584880048",27,27
"CN1CCN(C)[C@H](CCO)C1","ZINC000108284397",29,29
"COC(=O)C[C@@H]1CN(C)CCN1C","ZINC000108298857",31,31
"C[C@H](N)c1nnc2n1cc[nH]c2=O","ZINC000584883861",22,23
"CNCc1nnc2n1ccn(C)c2=O","ZINC000584883948",25,26
"C[C@@H](N)c1nnc2n1cc[nH]c2=O","ZINC000584883862",22,23
"OC(=O)[C@@H]1C[N@H+]2C[C@H]3C[C@@]2(C3)CO1","ZINC000585139470",26,28
"OC(=O)[C@H]1C[N@H+]2C[C@H]3C[C@@]2(C3)CO1","ZINC000585139471",26,28
"COC1(CNC1)c1cnnn1C","ZINC000585139446",24,25
"CNC(=O)CN1CCC(CC1)OC","ZINC000065575321",31,31
"OC1(CCOCC1)c1nn[nH]n1","ZINC000170617744",22,23
"N[C@@H]1CON(CC(F)(F)F)C1=O","ZINC000117768721",19,19
"O=C1NCCCNC11CC1","ZINC000685944053",22,23
"N[C@@H]1CCCCn2c1n[nH]c2=O","ZINC000238581558",24,25
"Oc1cc(=O)[nH]c(n1)C1C[NH2+]C1","ZINC000685944698",21,22
"COC(=O)c1cc2CNCCn2n1","ZINC000238388544",24,25
"C[N@@H+](CC(O)=O)[C@H]1CCC[C@H]1O","ZINC000238854284",27,27
"C[N@@H+](CC(O)=O)[C@@H]1CCC[C@H]1O","ZINC000238854285",27,27
"CN1CCN(C)[C@H](CNC(=O)C=C)C1","ZINC000082669071",33,33
"C[C@@H]1C[N@@H+](C)C[C@H](O1)C(O)=O","ZINC000251638844",24,24
"C[C@H]1C[N@@H+](C)C[C@H](O1)C(O)=O","ZINC000251638846",24,24
"COC1(CNC1)c1ccnn1C","ZINC000585138801",25,26
"COC1(CNC1)c1nccn1C","ZINC000585138759",25,26
"Cn1c(CCCO)nc2CNCCc12","ZINC000258849772",31,32
"Nc1c[n+](CC(O)=O)c[nH]1","ZINC000082410116",17,17
"O=S1(=O)C[C@@H]2C[C@H](C1)N2","ZINC000261507905",18,19
"Cn1nccc1C1(O)CNC1","ZINC000084351519",22,23
"CS(=O)(=O)C[C@@H]1CNCCO1","ZINC000084445538",24,24
"CS(=O)(=O)C[C@H]1CNCCO1","ZINC000084445541",24,24
"NC[C@@]1(O)CSC2=NCCCN12","ZINC000601013366",25,26
"NC[C@]1(O)CSC2=NCCCN12","ZINC000601013367",25,26
"CN(C)C(=O)N1CCNCC1","ZINC000000106329",26,26
"CC(C)OC(=O)c1n[nH]c(N)n1","ZINC000000143184",22,22
"O=C1NCC[C@@H]1CCN1CCOCC1","ZINC000133869207",32,33
"O=C1NCC[C@H]1CCN1CCOCC1","ZINC000133869030",32,33
"CNC(=O)c1[nH]nnc1SC","ZINC000004475691",19,19
"C[NH+]1CCN(CC1)C(=O)\C=C\C(O)=O","ZINC000000240472",28,28
"CN1CCOCCOCCOCC1","ZINC000000242349",32,32
"CN(C)c1cc(F)[nH]c(=O)n1","ZINC000000231558",19,19
"CC(C)c1c(O)n(C)c(=O)n(C)c1=O","ZINC000000330492",28,28
"Cc1c(N)nc(=O)[nH]c1F","ZINC000000333479",16,16
"Cc1ncc(c(O)n1)S(C)(=O)=O","ZINC000000394091",20,20
"NCC(=O)Nc1ccncc1","ZINC000000408649",20,20
"CC(C)(c1nn[nH]n1)S(C)(=O)=O","ZINC000095204213",22,22
"CCNC(=O)NCC1(N)COC1","ZINC000705617501",27,27
"CC(C)NC(=O)NCC1(N)COC1","ZINC000705613977",30,30
"O=C(Cc1nn[nH]n1)NC1CCCC1","ZINC000095126031",27,28
"CN(C)C(=O)Nc1nn[nH]n1","ZINC000001253517",19,19
"Cc1[nH]n(C)c(=O)c1CCO","ZINC000001384365",23,23
"Cc1cc(=O)n2NC(=N)CSc2n1","ZINC000001407691",21,22
"NC(=O)[C@H]1NC=NC1=O","ZINC000001559082",14,14
"Cc1cc(=O)[nH]c(n1)N1CC(N)C1","ZINC000757175547",25,26
"CN(C)CC(N)=O","ZINC000001614580",17,16
"C([C@@H]1CCCC[NH2+]1)c1nnn[nH]1","ZINC000095127860",25,26
"C([C@H]1CCCC[NH2+]1)c1nnn[nH]1","ZINC000095127864",25,26
"C[N@H+]1CC[C@H]1C(O)=O","ZINC000001757001",17,17
"C[N@H+]1CC[C@@H]1C(O)=O","ZINC000002033635",17,17
"C[NH+]1CCN(CC1)C(=O)CC(O)=O","ZINC000002457174",27,27
"CCC(=O)N1CCNCC1","ZINC000002540620",24,24
"CCCNC(=O)Cc1nnc[nH]1","ZINC000018175918",24,24
"Cc1cc(=O)n(CCO)[nH]1","ZINC000137737380",20,20
"C[N@H+]1[C@H]2CC[C@@H]1[C@H]([C@@H](O)C2)C(O)=O","ZINC000004098901",28,29
"Cc1nn(C)c(C)c1NC(=O)CN","ZINC000004218658",27,27
"CN(C)C[C@H]1COC(=O)C1=O","ZINC000004300875",22,22
"CN(C)C[C@@H]1COC(=O)C1=O","ZINC000004300874",22,22
"CCCNC(=O)NCC1(N)COC1","ZINC000707877361",30,30
"NC(=O)c1[nH]ncc1N","ZINC000001072662",15,15
"Cc1nnc(SCC(N)=O)[nH]1","ZINC000005021977",19,19
"Cc1n[nH]c(SCC(N)=O)n1","ZINC000005021977",19,19
"C[NH2+]C[C@@H](C)N","ZINC000034140507",19,18
"CNC[C@@H](O)C[NH2+]C(C)(C)C","ZINC000002485429",32,31
"C[N@H+]1CCC[C@H](C1)C(N)=O","ZINC000005608099",25,25
"C[NH2+]C[C@@H]1CCCN(CCO)C1","ZINC000019088908",33,33
"COC[C@@H]1CNCC[N@H+](C)C1","ZINC000141635707",30,30
"COC[C@H]1CNCC[N@H+](C)C1","ZINC000141635939",30,30
"CC[C@@H]1[NH2+]CCNC1=O","ZINC000005908215",22,22
"CCc1nnc(CC[NH3+])[nH]1","ZINC000005909106",23,23
"CCc1nc(CC[NH3+])n[nH]1","ZINC000005909106",23,23
"CC[C@H]1[NH2+]CCNC1=O","ZINC000005907687",22,22
"CCCOC(=O)C[NH3+]","ZINC000035193830",20,19
"CNC[C@H](C)[NH3+]","ZINC000034140506",19,18
"CNC[C@H](O)C[NH2+]C(C)(C)C","ZINC000002485430",32,31
"C[NH2+]C[C@H]1CCCN(CCO)C1","ZINC000019088911",33,33
"C[C@@H](N)[C@H](C)[NH3+]","ZINC000006487373",19,18
"C[C@H](N)[C@@H](C)[NH3+]","ZINC000006487373",19,18
"CN(C)C[C@@H]1C[NH2+]CCO1","ZINC000006490384",27,27
"CN(C)C[C@H]1C[NH2+]CCO1","ZINC000006490385",27,27
"O[C@@H]1CC[N@@H+](C[C@H]2CNC(=O)C2)C1","ZINC000306651176",30,31
"O[C@H]1CC[N@@H+](C[C@H]2CNC(=O)C2)C1","ZINC000306651180",30,31
"C[N@H+]1[C@H]2C[C@@H](O)[C@@H]1CC(=O)C2","ZINC000008575665",25,26
"Cc1nc(C[NH3+])no1","ZINC000008729387",16,16
"CC[C@@]12CNC[C@@](C)(C[NH2+]C1)[C@H]2O","ZINC000008733305",34,35
"CCCS(=O)(=O)N1CC[NH2+]CC1","ZINC000005027537",29,29
"C[NH2+]Cc1nc(CCOC)no1","ZINC000019089542",26,26
"COc1ccc(NN)[nH+]n1","ZINC000010151793",19,19
"Cc1nnc(C[NH3+])o1","ZINC000011585582",16,16
