"Molecule","Molecule name","Atom count","Bond count"
"CNC(=O)\C=C1\CC(=O)NC(=O)N1","ZINC000002712772",22,22
"Cc1nnc(NN)n1N","ZINC000003126204",17,17
"CN1[C@H]2NC(=O)N[C@@H]2N(C)C1=O","ZINC000003163214",22,23
"CN(C)c1c(N)n(C)c(=O)[nH]c1=O","ZINC000003379300",25,25
"CN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO","ZINC000003795332",27,27
"C[C@H]1O[C@@H](O)C[C@H](O)[C@@H]1O","ZINC000003860367",22,22
"C[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO","ZINC000003872640",25,24
"C[N+](CC(O)=O)=C(N)N","ZINC000003861770",18,17
"Cc1nnc(NN)n(N)c1=O","ZINC000003880999",19,19
"CN1[C@H](O)[C@H](O)NC1=S","ZINC000003883484",17,17
"CN1[C@@H](O)[C@H](O)NC1=S","ZINC000003883485",17,17
"C[C@H](O)[C@H](O)[C@H](O)[C@@H](O)CO","ZINC000137815004",25,24
"OC[C@H](O)[C@@H](O)C(=O)[C@H](O)CO","ZINC000004095649",24,23
"C[C@H]1NC(=O)N[C@@H]2NC(=O)NC[C@H]12","ZINC000004027311",25,26
"C[C@H](O)[C@@H]1OC(=O)[C@H](O)[C@@H]1O","ZINC000004095990",21,21
"OC[C@H](O)[C@H](O)C(=O)[C@H](O)CO","ZINC000004095647",24,23
"CN(C)[C@H]1CS(=O)(=O)C[C@@H]1O","ZINC000004226928",24,24
"CN(C)[C@@H]1CS(=O)(=O)C[C@@H]1O","ZINC000004226927",24,24
"CN(C)[C@@H]1CS(=O)(=O)C[C@H]1O","ZINC000004226929",24,24
"C[C@@]1(O)CS(=O)(=O)C[C@]1(C)O","ZINC000004484359",23,23
"Cc1nnc(N)n(N)c1=O","ZINC000002022931",17,17
"CC1=[NH+]C[C@H](O)[C@H](N1)C(O)=O","ZINC000004521578",21,21
"CC1(C)O[C@H]([C@@H](O1)C(N)=O)C(N)=O","ZINC000000261954",25,25
"CN1[C@@H]2N=N[C@@H](O)N(C)[C@H]2N(C)C1=O","ZINC000004728789",27,28
"C[NH2+]CC(=O)N[C@@H](CO)C(O)=O","ZINC000004762689",24,23
"C[NH2+]CC(=O)N[C@H](CO)C(O)=O","ZINC000004762693",24,23
"CC[C@H]([NH3+])C(=O)N[C@@H](OC)C(O)=O","ZINC000004760525",27,26
"O[C@@H]1CO[C@@H]2[C@H](CO[C@H]12)ON(=O)=O","ZINC000000897178",22,23
"CN(CCO)c1c[nH]c(=O)[nH]c1=O","ZINC000004827201",24,24
"CN[C@@H](N)N=N","ZINC000004804787",14,13
"C[C@H](O)CNc1c[nH]c(=O)[nH]c1=O","ZINC000004827205",24,24
"NC(=O)c1nonc1C(N)=O","ZINC000001083685",15,15
"OCCn1c2n[nH]nc2c(=O)[nH]c1=O","ZINC000001470795",21,22
"O=S1(=O)CCNCN1","ZINC000001482183",16,16
"NC(=O)c1[nH]nnc1N","ZINC000001653220",14,14
"CNC(=S)NN","ZINC000005187321",13,12
"C[NH+](C)CCNC(=O)c1nonc1N","ZINC000005319062",28,28
"Cc1noc(CNC(=O)C[NH3+])n1","ZINC000038034995",23,23
"NCC1=[NH+]CCN1","ZINC000001733258",17,17
"C[NH2+]CCn1cc(CO)nn1","ZINC000169726384",24,24
"C[NH2+]CCc1nn[nH]n1","ZINC000042191814",19,19
"C[NH2+]C[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO","ZINC000002539629",31,30
"C[NH2+]C[C@@H](O)CO","ZINC000004283843",19,18
"C[NH2+]C[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO","ZINC000001842501",31,30
"C[NH2+]C[C@@H](O)[C@H](O)[C@H](O)[C@H](O)CO","ZINC000003831029",31,30
"C[NH2+]C[C@@H](O)CN1CCOCC1","ZINC000004343728",31,31
"OCC[NH2+][C@@H]1CCS(=O)(=O)C1","ZINC000003865780",25,25
"C[NH2+]C[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO","ZINC000003831028",31,30
"C[NH2+]C[C@H](O)CN1CCOCC1","ZINC000004343726",31,31
"C[NH2+]C[C@H](O)[C@H](O)[C@@H](O)[C@@H](O)CO","ZINC000011616541",31,30
"C[NH2+]C[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO","ZINC000002504692",31,30
"OC[C@H]1COCC[NH2+]1","ZINC000004202898",20,20
"OC[C@@H]1COCC[NH2+]1","ZINC000004202897",20,20
"C[NH2+]C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO","ZINC000002020259",31,30
"C[NH2+]C[C@H](O)[C@H](O)[C@@H](O)[C@H](O)CO","ZINC000003644703",31,30
"C[NH2+]C[C@H](O)CO","ZINC000002572186",19,18
"C[NH2+]Cc1cn(C)c(=O)n(C)c1=O","ZINC000012505695",27,27
"[NH3+]CC(=O)N[C@@H]1CCS(=O)(=O)C1","ZINC000011956769",25,25
"CN(C)S(=O)(=O)CC[NH3+]","ZINC000011755702",22,21
"NC(=O)C1CCN(CC1)C(=O)C[NH3+]","ZINC000011956795",29,29
"[NH3+]CC(=O)N[C@H]1CCS(=O)(=O)C1","ZINC000011956777",25,25
"C[NH2+]Cc1nnnn1C","ZINC000052329856",19,19
"CNS(=O)(=O)CC[NH3+]","ZINC000012416971",19,18
"O=N(=O)Nn1c[n+](NN(=O)=O)cn1","ZINC000012360700",17,17
"OC[C@@H]1C[C@@H](O)C[NH2+]1","ZINC000012362904",20,20
"CN1C[C@H](C[NH3+])OCC1=O","ZINC000011884224",23,23
"CNS(=O)(=O)CCC[NH3+]","ZINC000037719357",22,21
"CN1C[C@@H](C[NH3+])OCC1=O","ZINC000011884221",23,23
"CNS(=O)(=O)NC1CC[NH2+]CC1","ZINC000036466869",28,28
"CNS(=O)(=O)[C@H]1CC[NH2+]C1","ZINC000040449862",23,23
"CNS(=O)(=O)N1CC[NH2+]CC1","ZINC000020247340",25,25
"CNS(=O)(=O)[C@@H]1CC[NH2+]C1","ZINC000040449861",23,23
"Cn1c(CC[NH3+])n[nH]c1=O","ZINC000020418103",21,21
"Cn1c(C[NH3+])n[nH]c1=O","ZINC000125445741",18,18
"NC1C[NH2+]C1","ZINC000019361604",14,14
"[NH3+][C@]12C[N@]3C[N@](C[N@](C3)C1)C2","ZINC000019323673",26,28
"[NH3+]CCC(=O)N1CCNC(=O)C1","ZINC000019255146",26,26
"[NH3+][C@@]12C[N@]3C[N@@](C1)CC[N@](C3)C2","ZINC000019320365",29,31
"Cn1c(C[NH3+])cc(=O)n(C)c1=O","ZINC000013653875",24,24
"Cn1c(=O)[nH]cc(CC[NH3+])c1=O","ZINC000100113508",24,24
"NS(=O)(=O)N1CCC([NH3+])CC1","ZINC000019513409",25,25
"[NH3+]CC(=O)N1CCC(O)CC1","ZINC000019510797",26,26
"[NH3+]C[C@H](O)[C@H](O)[C@@H](O)[C@H](O)CO","ZINC000145820271",28,27
"C[NH2+][C@@H](C[NH3+])C(O)=O","ZINC000078724301",19,18
"C[NH2+][C@@H](CCC[NH+]=C(N)N)C(O)=O","ZINC000001995987",30,29
"C[NH2+][C@@H](COC)C(N)=O","ZINC000045507036",22,21
"CN1C(=O)N(CCC[NH3+])C(=O)C1=O","ZINC000020295731",25,25
"Cn1cc(C[NH3+])c(=O)[nH]c1=O","ZINC000259046072",21,21
"[NH3+][C@H]1C[C@H](O)[C@H](O)C1","ZINC000146501451",20,20
"NC(=O)[C@H]1[C@H]2C[NH2+]C[C@@H]12","ZINC000104587743",20,21
"O=C1NC(=O)[C@@]2(CCC[NH2+]C2)N1","ZINC000022014930",24,25
"C[NH2+][C@@H]1CS(=O)(=O)C[C@@H]1O","ZINC000003866010",22,22
"C[NH2+][C@@H]1CN(C)C[C@H]1O","ZINC000248026156",24,24
"C[NH2+][C@@H]1COC[C@@H]1O","ZINC000037871893",20,20
"O=C1[C@H]2CNC[C@@H]1C[NH2+]C2","ZINC000024112043",23,24
"C[NH2+][C@@H]1CS(=O)(=O)C[C@H]1O","ZINC000003866012",22,22
"C[NH2+][C@@H]1COC[C@H]1O","ZINC000037871894",20,20
"C[NH2+][C@@H]1CN(C)C[C@@H]1O","ZINC000204757522",24,24
"CN[C@@H]1[C@H](O)[C@H](CO)O[C@@H]1C[NH3+]","ZINC000078931392",29,29
"O=C1CO[C@H]2C[NH2+]C[C@@H]2N1","ZINC000018505693",21,22
"O=C1CO[C@@H]2C[NH2+]C[C@H]2N1","ZINC000018505695",21,22
"O=C1CO[C@H]2C[NH2+]C[C@H]2N1","ZINC000018505697",21,22
"C[C@]1(C[C@@H](O)C[NH2+]1)C(N)=O","ZINC000104595945",23,23
"C[NH2+]CCNCCO","ZINC000019370437",23,22
"C[NH2+][C@H](C[NH3+])C(O)=O","ZINC000078724303",19,18
"CC(C)[C@@H]([NH3+])C(=O)N1CCNC(=O)C1","ZINC000019471169",32,32
"CC(C)[C@H]([NH3+])C(=O)N1CCNC(=O)C1","ZINC000019471171",32,32
"C[C@H]([NH3+])C(=O)N1CCNC(=O)C1","ZINC000019488823",26,26
"CNC(=O)[C@@H]1C[NH2+]CCO1","ZINC000019686008",23,23
"C[NH2+][C@H]1CS(=O)(=O)C[C@H]1O","ZINC000003866013",22,22
"CN1CCN(CC1)C(=O)C1C[NH2+]C1","ZINC000019686374",31,32
"C[NH2+][C@H]1CS(=O)(=O)C[C@@H]1O","ZINC000003866011",22,22
"C[NH2+][C@H]1CN(C)C[C@H]1O","ZINC000255986500",24,24
"C[NH2+][C@H]1COC[C@@H]1O","ZINC000021953371",20,20
"C[NH2+][C@H]1COC[C@H]1O","ZINC000037871895",20,20
"C[NH2+][C@H]1CN(C)C[C@@H]1O","ZINC000033414649",24,24
"[NH3+]CC(C[NH3+])OS(O)(O)O","ZINC000036372536",21,20
"CNC(=O)CN1CC[NH2+]CC1","ZINC000019803722",27,27
"CNC[C@@H]1C[C@@H](O)C[NH2+]1","ZINC000085081200",24,24
"Cn1nc2CC[NH2+]CCn2c1=O","ZINC000169676547",25,26
"COC[C@@H]([NH3+])C1(O)CNC1","ZINC000958528648",25,25
"COC[C@H]([NH3+])C1(O)CNC1","ZINC000958528657",25,25
"Cn1nnc(n1)[C@H](O)C[NH3+]","ZINC000001225225",20,20
"Cn1nnc(n1)[C@@H](O)C[NH3+]","ZINC000004951354",20,20
"CN(CC[NH3+])S(C)(=O)=O","ZINC000020182975",22,21
"CN1C(=O)C[C@H](C[NH3+])C1=O","ZINC000020216438",21,21
"Cn1nnnc1C[NH3+]","ZINC000034155589",16,16
"CN(C)S(=O)(=O)NCC[NH3+]","ZINC000020224033",24,23
"Cn1nnnc1N1CC[NH2+]CC1","ZINC000003716147",25,26
"CNC(=O)CNC(=O)C1CC[NH2+]CC1","ZINC000020284232",32,32
"C[C@@H](N1CC[NH2+]CC1)C(N)=O","ZINC000020362657",27,27
"CO[C@@H]1O[C@H](CO)[C@H](O)[C@@H]([NH3+])[C@H]1O","ZINC000039090496",29,29
"CN1CCN(CC1)[C@H]1C[NH2+]C[C@@H]1O","ZINC000021953399",33,34
"C[C@H]1C[NH2+]C[C@@H](O)[C@H]1O","ZINC000034386070",23,23
"[NH3+][C@H]1[C@H](O)[C@H](O)O[C@@H](CO)[C@H]1O","ZINC000022061687",26,26
"[NH3+][C@H]1[C@H](O)[C@H](O)O[C@H](CO)[C@H]1O","ZINC000022061684",26,26
"COC(=O)C1(N)C[NH2+]C1","ZINC000095627132",20,20
"CN(C)[C@H]1C[NH2+]C[C@@H]1O","ZINC000023094266",24,24
"C[C@@H]1C[NH2+]C[C@@H](O)[C@H]1O","ZINC000038582955",23,23
"[NH3+]CC1(O)CCS(=O)(=O)CC1","ZINC000042333180",25,25
"NC1=NC(=O)C2(CC[NH2+]CC2)N1","ZINC000042384248",25,26
"[NH3+]CCC(=O)N1CC(O)C1","ZINC000042784323",23,23
"[NH3+]CCC(=O)N1CC[C@H](O)C1","ZINC000042783693",26,26
"[NH3+]CCC(=O)N1CC[C@@H](O)C1","ZINC000042783692",26,26
"COC(=O)CC[C@H]([NH3+])C(N)=O","ZINC000002389671",24,23
"COC(=O)CC[C@@H]([NH3+])C(N)=O","ZINC000013548823",24,23
"C[C@H]1C[NH2+]C[C@H](O)[C@@H]1O","ZINC000026574710",23,23
"COC(=O)CNC(=O)CC[NH3+]","ZINC000011755218",24,23
"COC(=O)C[N+]1=C(N)NCC1","ZINC000039057942",23,23
"COC(=O)CNC(=O)[C@@H](C)[NH3+]","ZINC000001605589",24,23
"COC(=O)CNC(=O)C[NH3+]","ZINC000002168344",21,20
"COC(=O)CNC(=O)[C@H](C)[NH3+]","ZINC000002530786",24,23
"CN1CCN(CC1)[C@H]1COC[C@@H]1[NH3+]","ZINC000029866061",33,34
"[NH3+]C1CCN(CC1)[C@@H]1CC(=O)NC1=O","ZINC000045626680",30,31
"COC(=O)C[C@@H](N)C[NH3+]","ZINC000094968083",22,21
"NC(=O)c1nc(N)nc2CC[NH2+]Cc12","ZINC000049582275",26,27
"COC(=O)C[C@@H]1[NH2+]CCNC1=O","ZINC000036007031",25,25
"COC(=O)C[C@@H](O)C[NH3+]","ZINC000034406484",21,20
"COC(=O)C[C@@H]1[NH2+]CCN(C)C1=O","ZINC000039115161",28,28
"C1CN(CC[NH2+]1)c1nn[nH]n1","ZINC000083339594",22,23
"COC(=O)C[C@H](N)C[NH3+]","ZINC000094968080",22,21
"COC(=O)C[C@H](O)C[NH3+]","ZINC000034016849",21,20
"COC(=O)C[C@H]1[NH2+]CCNC1=O","ZINC000036007030",25,25
"COC(=O)C[C@H]1[NH2+]CCN(C)C1=O","ZINC000039115160",28,28
"OC1(C[NH2+]C1)c1cn[nH]n1","ZINC000306208885",19,20
"COC(=O)Cn1cc(C[NH3+])nn1","ZINC000072155057",23,23
"O=S1(=O)CCN(CC1)C1C[NH2+]C1","ZINC000054931437",27,28
"O=C1NC(=O)[C@H]2C[NH2+]CC[C@H]12","ZINC000057219243",22,23
"O[C@@H]1CC[N@@H+]2C[C@H](O)[C@H](O)[C@@H](O)[C@@H]12","ZINC000038283349",29,30
"O=C1C[C@]2(CC[NH2+]C2)NCCN1","ZINC000616573696",28,29
"O=C1C[C@@]2(CC[NH2+]C2)NCCN1","ZINC000616573691",28,29
"CN(CC[NH3+])CCO","ZINC000032445541",23,22
"C1[NH2+]C[C@@H]2OCCN[C@@H]12","ZINC000034453750",22,23
"NCc1nncn1NC(=O)C[NH3+]","ZINC000061957970",23,23
"[NH3+]C[C@]1(O)CCS(=O)(=O)C1","ZINC000062963224",22,22
"CNC(=S)NC(N)=[NH2+]","ZINC000033691246",17,16
"O=S1(=O)CCN2CC[NH2+]C[C@H]2C1","ZINC000071478986",27,28
"COC(=O)[C@@H](N)CC[NH3+]","ZINC000104555402",22,21
"O=S1(=O)CCN2CC[NH2+]C[C@@H]2C1","ZINC000071478988",27,28
"COC(=O)[C@@H](N)CCC[NH+]=C(N)N","ZINC000031333846",30,29
"COC(=O)[C@@H](O)CC[NH3+]","ZINC000071186808",21,20
"O[C@@H]1C[NH2+]C[C@H]1N1CCC(O)CC1","ZINC000306217805",32,33
"C1[NH2+]CC1NC1COC1","ZINC000087194887",22,23
"COC(=O)[C@@H](O)C[NH3+]","ZINC000038251036",18,17
"O=C1NC(=O)N2CC[NH2+]C[C@H]12","ZINC000072311917",21,22
"O=C1NC(=O)N2CC[NH2+]C[C@@H]12","ZINC000072311916",21,22
"NC(=O)NC(=O)CC[NH3+]","ZINC000072266644",19,18
"COC(=O)[C@@H]1C[NH2+]CCN1","ZINC000038201999",23,23
"[NH3+]CC1(O)COC1","ZINC000074938389",17,17
"COC(=O)[C@@H]1C[C@@H]([NH3+])[C@@H](O)[C@@H]1O","ZINC000017141253",26,26
"CN1C(=O)[C@H]2C[NH2+]C[C@H]2C1=O","ZINC000034239365",22,23
"COC(=O)[C@@](C)(O)C[NH3+]","ZINC000085231352",21,20
"COC(=O)[C@@]1(O)CC[NH2+]C1","ZINC000114708295",22,22
"CN1C[C@@H]([NH3+])[C@H](O)C1","ZINC000034278490",21,21
"CN1C[C@H]([NH3+])[C@H](O)C1","ZINC000034278489",21,21
"CN1CC[NH2+]C[C@H]1CO","ZINC000034355659",24,24
"CN1CC[NH2+]C[C@@H]1CO","ZINC000034355657",24,24
"COC(=O)[C@H](N)CC[NH3+]","ZINC000104555398",22,21
"COC(=O)[C@H](N)CCC[NH+]=C(N)N","ZINC000002526291",30,29
"COC(=O)[C@H](O)C[NH3+]","ZINC000038212551",18,17
"COC(=O)[C@H]1C[NH2+]CCN1","ZINC000038339068",23,23
"COC(=O)[C@](C)(O)C[NH3+]","ZINC000085231351",21,20
"CN(C)S(=O)(=O)N1CC[NH2+]CC1","ZINC000034676270",28,28
"COC(=O)[C@]1(O)CC[NH2+]C1","ZINC000114708297",22,22
"C[C@H](CO)[NH2+]CCO","ZINC000035604335",22,21
"OCC(=[NH2+])NO","ZINC000004682878",13,12
"NC(=[NH2+])CO","ZINC000004682886",12,11
"NCC(N)=[NH2+]","ZINC000038343415",13,12
"O=C1NC(=O)[C@@H]2C[NH2+]CC[C@@H]12","ZINC000095619084",22,23
"NC1(C[NH3+])COC1","ZINC000095644286",18,18
"C1OCC11C[NH2+]CCN1","ZINC000095630855",22,23
"O=C1NC(=O)[C@H]2C[NH2+]CC[C@@H]12","ZINC000095619085",22,23
"O=C1NC(=O)[C@@H]2C[NH2+]CC[C@H]12","ZINC000095619086",22,23
"NC(=[NH2+])NCC[C@H]([NH3+])C(O)=O","ZINC000001589384",24,23
"NC(=[NH2+])N1CCN(CCO)CC1","ZINC000005376097",29,29
"NC(=[NH2+])NC(N)=S","ZINC000003882596",14,13
"NN(N)C(N)=[NH2+]","ZINC000100011503",14,13
"NC(=[NH2+])N1CCN(CC1)C=O","ZINC000014607243",24,24
"NC(=[NH2+])N1CCN(CC1)C(N)=O","ZINC000002528802",26,26
"NC(N)=[NH2+]","ZINC000008101126",10,9
"NC(=[NH2+])NCCN1CCOCC1","ZINC000004124483",29,29
"NC(=[NH2+])N1CC[C@H](O)C1","ZINC000054965195",21,21
"NC(=[NH2+])NCCC[C@@H]([NH3+])C(O)=O","ZINC000001532749",27,26
"NC(=[NH2+])NCCC[C@H]([NH3+])C(O)=O","ZINC000001532525",27,26
"NC(=[NH2+])NCCO","ZINC000001652056",17,16
"NC(=[NH2+])N1CCNC(=O)C1","ZINC000019874146",21,21
"NC(=[NH2+])N1CC[C@@H](O)C1","ZINC000054965193",21,21
"NC(=[NH2+])Nc1nc(N)nc(N)n1","ZINC000006523906",21,21
"C[NH2+]CC(=O)N1CCN(CC1)C=O","ZINC000036047778",29,29
"OCC1(CO)C[NH2+]C1","ZINC000095929146",20,20
"NC(=O)c1cn(nn1)[C@@H]1CC[NH2+]C1","ZINC000096516287",25,26
"[NH3+][C@@H](CCNC(=[NH2+])NO)C(O)=O","ZINC000002244322",25,24
"NC(=O)[C@H]([NH3+])CO","ZINC000094437875",16,15
"NNC(=N)C(=[NH2+])NN","ZINC000005287039",17,16
"NC(=O)[C@@H]([NH3+])CO","ZINC000094437874",16,15
"COC1(C[NH3+])CNC1","ZINC000095743518",21,21
"[NH3+]C1CCN(CC1)[C@H]1CC(=O)NC1=O","ZINC000100454673",30,31
"NC(=O)C1([NH3+])CCS(=O)(=O)CC1","ZINC000049732578",25,25
"NC(=O)C1([NH3+])CC1","ZINC000039118034",16,16
"CNC(=O)NCC[NH3+]","ZINC000036488613",20,19
"NC(=O)C(=O)N1CC[NH2+]CC1","ZINC000008700976",23,23
"NC(=O)C1([NH3+])CCOCC1","ZINC000037870555",23,23
"NC(=O)C1(N)C[NH2+]C1","ZINC000034437012",18,18
"NC(=O)C1(O)CC[NH2+]CC1","ZINC000039064385",23,23
"NC(=O)C1C[NH2+]C1","ZINC000019685998",16,16
"NC(=O)CC[C@H]([NH3+])C(N)=O","ZINC000002555105",22,21
"NC(=O)CCN1CC[NH2+]CC1","ZINC000020436560",27,27
"NC(=O)CC[NH2+]CCO","ZINC000005113520",22,21
"NC(=O)CC[N@@H+]1CCC[C@H]1C(N)=O","ZINC000002633258",29,29
"NC(=O)CC[NH2+]CCCO","ZINC000019736845",25,24
"NC(=O)CC[N@@H+]1CCC[C@@H]1C(N)=O","ZINC000007141247",29,29
"NC(=O)CC[NH+]1CCN(CC1)C=O","ZINC000038534986",29,29
"NC(=O)CN1CCC[C@@H]([NH3+])C1","ZINC000019421992",27,27
"[NH3+]C[C@@]1(CO)C[C@H](O)[C@H](O)C1","ZINC000108225357",27,27
"NC(=O)CN1CC[NH2+]CC1","ZINC000019230101",24,24
"[NH3+]C[C@]1(CO)C[C@H](O)[C@H](O)C1","ZINC000108225354",27,27
"NC(=O)C[N@@H+]1CCC[C@@H](C1)C(N)=O","ZINC000048582873",29,29
"NC(=O)CN1CCC([NH3+])CC1","ZINC000009256947",27,27
"NC(=O)CN1CCC[NH2+]CC1","ZINC000020285738",27,27
"NC(=O)CN1CCC[C@H]([NH3+])C1","ZINC000019421994",27,27
"NC(=O)C[N@@H+]1CCC[C@H](C1)C(N)=O","ZINC000048582877",29,29
"NC(=O)C[C@@H]1COCC[NH2+]1","ZINC000083146598",23,23
"O[C@H]1CC[C@@H](N2CC[NH2+]CC2)C1=O","ZINC000306262446",30,31
"O[C@H]1CC[C@H](N2CC[NH2+]CC2)C1=O","ZINC000306262448",30,31
"NC(=O)COC1C[NH2+]C1","ZINC000062809897",20,20
"O=C1NC(=O)C2(C[NH2+]C2)N1","ZINC000113157834",18,19
"NC(=O)C[C@H]1COCC[NH2+]1","ZINC000083146597",23,23
"NC(=O)NC(=O)CN1CC[NH2+]CC1","ZINC000020080870",28,28
"NC(=O)[C@]1([NH3+])C[C@H](CO)C1","ZINC000950757246",23,23
"C[C@H](O)C(=O)N1CC[NH2+]CC1","ZINC000036949582",26,26
"C[NH2+]CC(=O)NCCO","ZINC000036984440",22,21
"NC(=O)N1CC[NH2+]CC1","ZINC000001556606",21,21
"C[C@H]([NH3+])C(=O)NCCCO","ZINC000036984430",25,24
"NC(=O)[C@@H]([NH3+])CCC[C@H]([NH3+])C(O)=O","ZINC000013513248",29,28
"NC(=O)[C@@H](O)C1CC[NH2+]CC1","ZINC000057219191",26,26
"NC(=O)[C@@H]([NH3+])CCC[C@@H]([NH3+])C(O)=O","ZINC000034277792",29,28
"NC(=O)[C@@H]1C[NH2+]CCOC1","ZINC000072344454",23,23
"NC(=O)[C@H]1[NH2+]CC=C1","ZINC000004899483",17,17
"NC(=O)[C@@H]1CC[NH2+][C@@H](C1)C(N)=O","ZINC000074942386",26,26
"NC(=O)[C@@H]1C[NH2+]CCN1","ZINC000020268617",21,21
"NC(=O)[C@@H]1CC[NH2+][C@H](C1)C(N)=O","ZINC000074942388",26,26
"NC(=O)[C@@H]1C[NH2+]CCC1=O","ZINC000100191301",21,21
"NC(=O)[C@@H]1C[NH2+]CCO1","ZINC000019686020",20,20
"NC(=O)[C@@H]1CC[NH2+]1","ZINC000013375223",16,16
"NC(=O)[C@H]1[C@@H]([NH3+])[C@H]2O[C@@H]1C=C2","ZINC000032099063",22,23
"NC(=O)[C@@H]1[C@H]2C[NH2+]C[C@@H]12","ZINC000103523515",20,21
"NC(=O)[C@H]1CC[NH2+][C@@H](C1)C(N)=O","ZINC000074942390",26,26
"NC(=O)[C@H]([NH3+])CCC[C@H]([NH3+])C(O)=O","ZINC000034277791",29,28
"NC(=O)[C@@]1(O)CC[NH2+]C1","ZINC000096034625",20,20
"NC(=O)[C@H]1CC[NH2+]1","ZINC000013375224",16,16
"NC(=O)[C@H]([NH3+])CCC[C@@H]([NH3+])C(O)=O","ZINC000034277793",29,28
"COCCN1C[C@H](C[NH3+])OCC1=O","ZINC000011884343",30,30
"NC(=O)[C@H]1CC[NH2+][C@H](C1)C(N)=O","ZINC000074942391",26,26
"NC(=O)[C@@]1(O)CCC[NH2+]C1","ZINC000072417682",23,23
"NC(=O)[C@H](O)C1CC[NH2+]CC1","ZINC000057219193",26,26
"NC(=O)[C@H]1[NH2+]CC[C@@H]1O","ZINC000039094903",20,20
"NC(=O)[C@H]1C[NH2+]CCO1","ZINC000019686022",20,20
"NC(=O)[C@]1(O)CCC[NH2+]C1","ZINC000072417683",23,23
"N[C@@H](c1cncnc1)C1(O)C[NH2+]C1","ZINC000958527693",26,27
"Cn1c(O)cc(=O)n(C2C[NH2+]C2)c1=O","ZINC000102233786",26,27
"COCCN1C[C@@H](C[NH3+])OCC1=O","ZINC000011884340",30,30
"Cn1cncc1[C@H]([NH3+])C1(O)CNC1","ZINC000958528236",28,29
"NC(=O)[C@H]1C[C@@H](O)C[NH2+]1","ZINC000003336078",20,20
"NC(=O)[C@H]1C[C@H](O)C[NH2+]1","ZINC000003336081",20,20
"N[C@H](c1cncnc1)C1(O)C[NH2+]C1","ZINC000958527691",26,27
"Cn1cncc1[C@@H]([NH3+])C1(O)CNC1","ZINC000958528230",28,29
"NC(=O)[C@]1(O)CC[NH2+]C1","ZINC000096034624",20,20
"NC(=O)[C@H]1C[NH2+]CCN1","ZINC000019371697",21,21
"COCCNC(=O)C[NH3+]","ZINC000004218734",22,21
"COC[C@H]([NH3+])C1(O)COC1","ZINC000958528899",24,24
"NC(=O)[C@H]1C[NH2+]CCC1=O","ZINC000100191299",21,21
"NC(=O)[C@H]1C[NH2+]CCOC1","ZINC000072344455",23,23
"COC[C@@H]([NH3+])C1(O)COC1","ZINC000958528898",24,24
"NC(=O)c1cn(nn1)[C@H]1CC[NH2+]C1","ZINC000096516288",25,26
"COCCNC(=O)NCC[NH3+]","ZINC000041167662",27,26
"COCC[NH2+][C@H]1CC(=O)NC1=O","ZINC000036853397",25,25
"[NH3+]C1(CO)COC1","ZINC000083267223",17,17
"[NH3+]C1(CCO)CS(=O)(=O)C1","ZINC000212221311",22,22
"[NH3+]C1(CO)CCS(=O)(=O)CC1","ZINC000049732619",25,25
"C[C@H]([NH3+])C(=O)NCCO","ZINC000037468765",22,21
"C[NH2+]CC(=O)NCCCO","ZINC000037468701",25,24
"[NH2+]=C1NCCN1","ZINC000001586435",14,14
"[NH3+]C1CC(=O)NC(=O)C1","ZINC000019436377",18,18
"[NH3+]C1CS(=O)(=O)C1","ZINC000062712735",15,15
"[NH3+]CC(=O)NCCO","ZINC000034212754",19,18
"NC(=O)CCNC(=O)C[NH3+]","ZINC000002556604",22,21
"[NH3+]CC(=O)N1CCOCC1","ZINC000008700941",23,23
"[NH3+]CC(=O)N1CCN(CCO)CC1","ZINC000004240353",31,31
"NC(=O)N1CCN(CC1)C(=O)C[NH3+]","ZINC000002528804",28,28
"[NH3+]CC(=O)NCCN1CCOCC1","ZINC000011956627",31,31
"[NH3+]CC(=O)N1CCNC(=O)C1","ZINC000019512728",23,23
"NC(=O)CNC(=O)C[NH3+]","ZINC000001605642",19,18
"[NH3+]CC(=O)NCCCO","ZINC000036984433",22,21
"[NH3+]CC(=O)N1CC[C@@H](O)C1","ZINC000042783680",23,23
"[NH3+]CC(=O)N1CC[C@H](O)C1","ZINC000042783681",23,23
"[NH3+]CC1(CO)COC1","ZINC000015021448",20,20
"[NH3+]CCC(=O)NCCCO","ZINC000034249556",25,24
"[NH3+]CCC(=O)NCCO","ZINC000037468777",22,21
"CN(CCO)C(=O)CC[NH3+]","ZINC000037809212",25,24
"C[NH2+]CC(=O)N(C)CCO","ZINC000037809232",25,24
"C[C@H]([NH3+])C(=O)N(C)CCO","ZINC000037809217",25,24
"CN(CCO)C(=O)C[NH3+]","ZINC000037809201",22,21
"CNC(=O)[C@@H]1CCCN1C(=O)C[NH3+]","ZINC000037826627",29,29
"NC(=O)CC[NH3+]","ZINC000001722590",15,14
